,resort_name,country,province,rating,lowest_point,highest_point,blue_runs,red_runs,black_runs,ski_lifts,price
1154, Kramsach ,Austria,Tyrol (Tirol),2.3,575 m,650 m,0.4 km,0 km,0 km,2 ski lifts,
1155, Spitzenberg/​Köpfle – Innerlehen (Bernau im Schwarzwald) ,Germany,Baden-Württemberg,2.3,930 m,1060 m,2.5 km,4 km,0.5 km,3 ski lifts,"€ 26,-"
1156, Rouge Gazon ,France,Grand-Est,2.3,1100 m,1247 m,5 km,3 km,0.5 km,6 ski lifts,€ 18.50
1157, Bleymard Mont Lozère ,France,Occitania,2.3,1400 m,1702 m,2.9 km,3.5 km,0.6 km,5 ski lifts,"€ 13,-"
1158, Schuttannen – Hohenems ,Austria,Vorarlberg,2.3,1150 m,1320 m,3 km,7 km,0 km,2 ski lifts,"€ 14,-"
1159, Selital – Schwarzenbühl ,Switzerland,Espace Mittelland,2.3,1299 m,1606 m,4.5 km,3 km,0.5 km,2 ski lifts,"SFr. 34,- / approx. € 32,-"
1160, Macesnovc Rateče ,Slovenia,Gorenjska (Upper Carniola),2.3,866 m,1182 m,0.2 km,1.3 km,0 km,2 ski lifts,"€ 15,-"
1161, Rigi – Scheidegg/​Burggeist ,Switzerland,Central Switzerland,2.3,1012 m,1656 m,5 km,0 km,0 km,5 ski lifts,"SFr. 34,- / approx. € 32,-"
1162, Pian del Falco – Sestola ,Italy,Emilia-Romagna,2.3,1020 m,1360 m,0.3 km,1 km,0 km,2 ski lifts,"€ 37,-"
1163, Arnsberg ,Germany,Bavaria (Bayern),2.3,595 m,843 m,5.5 km,4 km,0 km,4 ski lifts,"€ 17,-"
1164,,Germany,Bavaria (Bayern),2.3,614 m,1033 m,3.5 km,0 km,0 km,1 ski lift,"€ 18,-"
1165, Adelharz- and Breitensteinlifts – Kranzegg (Rettenberg) ,Germany,Bavaria (Bayern),2.3,979 m,1320 m,5.5 km,4 km,0 km,4 ski lifts,€ 19.50
1166, Prat Peyrot – Mont Aigoual ,France,Occitania,2.3,1260 m,1471 m,6.5 km,2.5 km,0 km,11 ski lifts,€ 19.50
1167, Galtis – Arjeplog ,Sweden,Northern Sweden (Norrland),2.3,530 m,800 m,3 km,4 km,0.5 km,3 ski lifts,"Skr 270,- / approx. € 26,-"
1168, Poniwiec ,Poland,Silesia (Województwo śląskie),2.3,600 m,850 m,0.2 km,0.9 km,0 km,2 ski lifts,"PLN 95,- / approx. € 21,-"
1169, Stok – Wisła ,Poland,Silesia (Województwo śląskie),2.3,475 m,671 m,0.8 km,1.1 km,0 km,2 ski lifts,
1170, Zagroń ,Poland,Silesia (Województwo śląskie),2.3,545 m,690 m,2.1 km,0.4 km,0 km,2 ski lifts,"PLN 99,- / approx. € 21,-"
1171, Zadov – Churáňov/​U Horejšů ,Czech Republic,South Bohemian Region (Jihočeský kraj),2.3,890 m,1087 m,1.1 km,1.1 km,0 km,2 ski lifts,"CZK 550,- / approx. € 20,-"
1172, Valfjället ,Sweden,Central Sweden,2.3,100 m,320 m,4.7 km,3 km,0.7 km,5 ski lifts,"Skr 310,- / approx. € 30,-"
1173, Rossberg – Oberwil ,Switzerland,Espace Mittelland,2.3,1150 m,1500 m,5 km,5 km,0 km,2 ski lifts,"SFr. 31,- / approx. € 29,-"
1174, Mátraszentistván Sipark ,Hungary,Northern Hungary (Eszak-Magyarország),2.3,674 m,822 m,2 km,1.7 km,0.6 km,8 ski lifts,"HUF 8500,- / approx. € 23,-"
1175, Villar d'Arène ,France,Provence-Alpes-Côte d’Azur,2.3,1622 m,2280 m,5 km,3 km,0 km,7 ski lifts,"€ 10,-"
1176, Strednica – Ždiar ,Slovakia,Prešov (Prešovský kraj),2.3,967 m,1081 m,4.2 km,1.3 km,0 km,10 ski lifts,"€ 21,-"
1177, Wittenburg (alpincenter Hamburg-Wittenburg) (indoor ski area) ,Germany,Mecklenburg-Western Pomerania (Mecklenburg-Vorpommern),2.3,40 m,96 m,0.2 km,0.2 km,0.2 km,2 ski lifts,€ 39.95
1178, Campo Rotondo – Cappadocia ,Italy,Abruzzo,2.3,1400 m,1600 m,0.5 km,2 km,0 km,2 ski lifts,"€ 15,-"
1179, Fallbachhang – Oberhof ,Germany,Thuringia (Thüringen),2.3,720 m,840 m,1 km,0.3 km,0 km,2 ski lifts,"€ 20,-"
1180, Krusevo ,North Macedonia,Pelagonia (Pelagoniski region),2.3,1240 m,1400 m,0.3 km,0.4 km,0.6 km,3 ski lifts,
1181, Dzikowiec – Boguszów-Gorce ,Poland,Lower Silesia (Województwo dolnośląskie),2.3,590 m,812 m,1.5 km,0 km,0.8 km,2 ski lifts,"PLN 70,- / approx. € 15,-"
1182, Góra Żar – Miedzybrodzie Zywieckie ,Poland,Silesia (Województwo śląskie),2.3,450 m,761 m,1 km,2 km,0 km,2 ski lifts,"PLN 89,- / approx. € 19,-"
1183, Bannalp – Oberrickenbach ,Switzerland,Central Switzerland,2.3,1663 m,1793 m,2.5 km,0.5 km,0 km,3 ski lifts,"SFr. 31,- / approx. € 29,-"
1184, Mosorny Groń – Zawoja ,Poland,Lesser Poland (Województwo małopolskie),2.3,713 m,1045 m,0.3 km,1 km,0 km,4 ski lifts,"PLN 89,- / approx. € 19,-"
1185, Capracotta ,Italy,Molise,2.3,1380 m,1650 m,1.5 km,0.1 km,0 km,2 ski lifts,"€ 18,-"
1186, Kukisvumchorr ,Northwest Russia,Murmansk,2.3,382 m,886 m,2.2 km,2 km,1.8 km,4 ski lifts,"RUB 1200,- / approx. € 13,-"
1187, Koziniec – Czarna Góra ,Poland,Lesser Poland (Województwo małopolskie),2.3,770 m,900 m,1.4 km,0.8 km,0 km,3 ski lifts,"PLN 99,- / approx. € 21,-"
1188, Jølster Skisenter ,Norway,Western Norway (Vestlandet),2.3,220 m,780 m,2 km,2 km,1 km,4 ski lifts,"NOK 380,- / approx. € 34,-"
1189, Abisko ,Sweden,Northern Sweden (Norrland),2.3,400 m,900 m,0 km,0 km,2 km,1 ski lift,
1190, Igora ,Northwest Russia,None,2.3,50 m,170 m,2.5 km,0.2 km,0 km,4 ski lifts,
1191, Koziakas – Pertouli ,Greece,Thessaly,2.3,1170 m,1370 m,0.5 km,1.5 km,0 km,3 ski lifts,
1192, Harghita Băi ,Romania,Harghita,2.3,1341 m,1671 m,5.5 km,1 km,0.5 km,5 ski lifts,
1193, Bazora – Gurtis/​Frastanz ,Austria,Vorarlberg,2.3,900 m,1400 m,2 km,2 km,1 km,4 ski lifts,"€ 19,-"
1194, Starý Smokovec – Hrebienok ,Slovakia,Prešov (Prešovský kraj),2.3,1000 m,1450 m,3.4 km,0.6 km,0 km,3 ski lifts,"€ 49,-"
1195, Přemyslov – Jelení ,Czech Republic,Olomouc Region (Olomoucký kraj),2.3,760 m,960 m,1.7 km,0.7 km,0 km,3 ski lifts,"CZK 500,- / approx. € 18,-"
1196, Luka nad Jihlavou ,Czech Republic,Vysočina Region (Kraj Vysočina),2.3,470 m,565 m,0.6 km,0.6 km,0 km,2 ski lifts,"CZK 440,- / approx. € 16,-"
1197, Skulebacken ,Sweden,Northern Sweden (Norrland),2.3,39 m,294 m,1.7 km,0.5 km,0 km,3 ski lifts,"Skr 200,- / approx. € 19,-"
1198, Straža – Bled ,Slovenia,Gorenjska (Upper Carniola),2.3,503 m,634 m,1 km,0.3 km,0 km,3 ski lifts,"€ 17,-"
1199, Opalisko – Závažná Poruba ,Slovakia,Žilina (Žilinský kraj),2.3,710 m,950 m,0.8 km,2.5 km,0 km,5 ski lifts,"€ 21,-"
1200, Malenovice ,Czech Republic,Moravian-Silesian Region (Moravskoslezský kraj),2.3,517 m,706 m,0 km,1.7 km,0.8 km,3 ski lifts,"CZK 450,- / approx. € 16,-"
1201, Goč – Kraljevačkoj strani ,Serbia,Serbia-South,2.3,590 m,920 m,0.3 km,1.4 km,0 km,3 ski lifts,
1202,,Finland,Southern Finland (Etelä-Suomi),2.3,70 m,150 m,2 km,1.5 km,0 km,4 ski lifts,
1203, SnowWorld Amsterdam (indoor ski area) ,Netherlands,Western Netherlands,2.3,10 m,30 m,0.3 km,0 km,0 km,2 ski lifts,€ 46.50
1204, Hundseck – Bühlertallifte ,Germany,Baden-Württemberg,2.3,890 m,1002 m,1.2 km,0 km,0 km,2 ski lifts,"€ 23,-"
1205, Kaltenbronn ,Germany,Baden-Württemberg,2.3,858 m,958 m,0.6 km,0 km,0 km,2 ski lifts,"€ 22,-"
1206, Hörnle – Bad Kohlgrub ,Germany,Bavaria (Bayern),2.3,915 m,1400 m,6 km,3 km,0 km,5 ski lifts,"€ 20,-"
1207, Hunau – Bödefeld ,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),2.3,610 m,810 m,4 km,0 km,0 km,3 ski lifts,"€ 27,-"
1208, Ice Mountain (indoor ski area) ,Belgium,Wallonia,2.3,50 m,90 m,0.3 km,0 km,0 km,3 ski lifts,"€ 42,-"
1209, Montana Snowcenter (indoor ski area) ,Netherlands,North Brabant (Noord-Brabant),2.3,30 m,45 m,0.2 km,0 km,0 km,1 ski lift,€ 33.50
1210, Kapellenberg (St. Englmar) ,Germany,Bavaria (Bayern),2.3,840 m,880 m,0.3 km,0 km,0 km,1 ski lift,"€ 15,-"
1211, Hohe Wand Wiese – Vienna (High Hills) ,Austria,Vienna (Wien),2.3,268 m,370 m,0.1 km,0.4 km,0 km,1 ski lift,
1212, Champ du Feu ,France,Grand-Est,2.3,890 m,1068 m,5 km,2.8 km,0 km,9 ski lifts,"€ 24,-"
1213, Fort Fun Winterwelt – Bestwig ,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),2.3,500 m,730 m,1.6 km,0.6 km,0 km,2 ski lifts,"€ 17,-"
1214, Arena Overøye – Stordal ,Norway,Western Norway (Vestlandet),2.3,400 m,820 m,5 km,2 km,0 km,3 ski lifts,"NOK 370,- / approx. € 33,-"
1215, Vaset ,Norway,Oppland,2.3,860 m,1040 m,4.6 km,2.4 km,0 km,3 ski lifts,"NOK 390,- / approx. € 35,-"
1216,,Italy,Aosta Valley (Valle d'Aosta),2.3,1540 m,1681 m,1.7 km,0 km,0 km,1 ski lift,"€ 14,-"
1217, Wasserkuppe ,Germany,Hesse (Hessen),2.3,720 m,930 m,1.2 km,2 km,1.2 km,6 ski lifts,"€ 17,-"
1218, Sulitjelma Fjellandsby ,Norway,Nordland,2.3,420 m,558 m,5.2 km,1.8 km,0 km,1 ski lift,"NOK 300,- / approx. € 27,-"
1219, Magura Skipark – Malastow ,Poland,Lesser Poland (Województwo małopolskie),2.3,553 m,813 m,0 km,1.4 km,0 km,1 ski lift,"PLN 107,- / approx. € 23,-"
1220, Mont Ventoux Sud ,France,Provence-Alpes-Côte d’Azur,2.3,1440 m,1650 m,6 km,1 km,0 km,2 ski lifts,"€ 12,-"
1221, Le Gaschney – Petit Hohneck ,France,Grand-Est,2.3,980 m,1290 m,2 km,5 km,0 km,3 ski lifts,"€ 17,-"
1222, Dombås ,Norway,Oppland,2.3,752 m,1090 m,4.1 km,4.4 km,0 km,2 ski lifts,"NOK 330,- / approx. € 30,-"
1223, Javorový Vrch – Třinec ,Czech Republic,Moravian-Silesian Region (Moravskoslezský kraj),2.3,462 m,937 m,0.3 km,2 km,0 km,3 ski lifts,"CZK 360,- / approx. € 13,-"
1224, Severka – Dolní Lomná ,Czech Republic,Moravian-Silesian Region (Moravskoslezský kraj),2.3,711 m,953 m,0.5 km,1.7 km,0 km,4 ski lifts,"CZK 500,- / approx. € 18,-"
1225, Blåsjön – Mesklumpen ,Sweden,Northern Sweden (Norrland),2.3,464 m,924 m,4.8 km,2.9 km,0 km,4 ski lifts,"Skr 300,- / approx. € 29,-"
1226, Divčibare ,Serbia,Serbia-South,2.3,959 m,1180 m,0 km,1 km,0 km,1 ski lift,"RSD 1400,- / approx. € 12,-"
1227, Hasenhorn – Todtnau ,Germany,Baden-Württemberg,2.3,662 m,1026 m,0 km,1 km,0 km,1 ski lift,"€ 26,-"
1228, Filipovice Skipark ,Czech Republic,Olomouc Region (Olomoucký kraj),2.3,675 m,890 m,1.6 km,1 km,0 km,3 ski lifts,"CZK 500,- / approx. € 18,-"
1229, Tjamstanbackarna – Malå ,Sweden,Northern Sweden (Norrland),2.3,295 m,470 m,2.5 km,1.6 km,1.6 km,4 ski lifts,"Skr 265,- / approx. € 25,-"
1230, Eibenstock ,Germany,Saxony (Sachsen),2.3,650 m,745 m,0.4 km,0.6 km,0 km,2 ski lifts,"€ 19,-"
1231, Nemira – Slănic-Moldova ,Romania,Bacău,2.3,480 m,720 m,1.4 km,0 km,0 km,1 ski lift,"RON 80,- / approx. € 16,-"
1232, Conca dell'Alben ,Italy,Lombardy,2.3,1345 m,1420 m,0 km,1 km,0 km,1 ski lift,"€ 15,-"
1233, Zadov – Kobyla ,Czech Republic,South Bohemian Region (Jihočeský kraj),2.3,952 m,1120 m,1 km,1.6 km,0 km,4 ski lifts,"CZK 550,- / approx. € 20,-"
1234, Rossfeld – Berchtesgaden-Oberau ,Germany,Bavaria (Bayern),2.3,1300 m,1554 m,7 km,1 km,0 km,4 ski lifts,"€ 22,-"
1235, Sollifjellet ,Norway,Troms,2.3,209 m,535 m,2.9 km,4.3 km,0 km,2 ski lifts,"NOK 350,- / approx. € 31,-"
1236, Rathvel – Châtel-St-Denis ,Switzerland,Espace Mittelland,2.3,1211 m,1491 m,5 km,3 km,0 km,4 ski lifts,"SFr. 28,- / approx. € 26,-"
1237, Szklana Góra – Harbutowice ,Poland,Lesser Poland (Województwo małopolskie),2.3,390 m,560 m,0 km,1 km,0 km,1 ski lift,
1238, Prislop – Borșa ,Romania,Bistrița-Năsăud,2.3,1369 m,1543 m,1.1 km,0 km,0 km,1 ski lift,
1239, Chvatimech – Valaská ,Slovakia,Banská Bystrica (Banskobystrický kraj),2.3,540 m,773 m,0.5 km,0.5 km,0 km,2 ski lifts,
1240, Karakoli ,Greece,Epirus,2.3,1340 m,1520 m,2 km,0 km,0 km,1 ski lift,
1241, Almetjevsk ,Russia,None,2.3,110 m,236 m,1 km,0 km,0 km,1 ski lift,
1242, Mendelpass – Monte Roen ,Italy,Trentino-Alto Adige (Trentino-Südtirol),2.3,1365 m,1592 m,2 km,0 km,0 km,1 ski lift,
1243,,Norway,Vestfold,2.3,180 m,420 m,6 km,1 km,2 km,3 ski lifts,
1244, Przemyśl ,Poland,Subcarpathian Voivodeship (Województwo podkarpackie),2.3,201 m,347 m,2.8 km,0 km,0 km,2 ski lifts,
1245, Lagdei/​Lago Santo – Corniglio ,Italy,Emilia-Romagna,2.3,1260 m,1525 m,0 km,1 km,0 km,1 ski lift,
1246, Gura Humorului ,Romania,Suceava,2.3,470 m,760 m,0 km,1.5 km,0 km,1 ski lift,
1247, Chechnya (dry slopes) ,North Caucasus,None,4.2,1.2 km,0 km,1.2 km,0 km,0 km,1 ski lift,
1248, Spieserlifte – Unterjoch ,Germany,Bavaria (Bayern),5,1055 m,1350 m,3.3 km,4 km,0 km,4 ski lifts,€ 26.50
1249, Limanowa ,Poland,Lesser Poland (Województwo małopolskie),5,612 m,780 m,1.6 km,0.7 km,0 km,3 ski lifts,"PLN 100,- / approx. € 22,-"
1250, Góra Kamieńsk ,Poland,Łódź (Województwo łódzkie),2.3,215 m,330 m,0.6 km,0.6 km,0 km,3 ski lifts,"PLN 80,- / approx. € 17,-"
1251, Sollegg – Appenzell ,Switzerland,Eastern Switzerland,2.3,813 m,1204 m,5 km,2 km,0 km,2 ski lifts,"SFr. 27,- / approx. € 25,-"
1252, Rejdice ,Czech Republic,Liberec Region (Liberecký kraj),2.3,675 m,831 m,1.8 km,1 km,0 km,3 ski lifts,"CZK 440,- / approx. € 16,-"
1253, Javorník – Jeřmanice ,Czech Republic,Liberec Region (Liberecký kraj),2.3,522 m,652 m,2.4 km,0 km,0 km,2 ski lifts,"CZK 590,- / approx. € 22,-"
1254, Monínec – Sedlec-Prčice ,Czech Republic,Central Bohemia (Střední Čechy),2.3,500 m,700 m,0.2 km,1.8 km,0 km,4 ski lifts,"CZK 595,- / approx. € 22,-"
1255, Simmelsberg ,Germany,Hesse (Hessen),2.3,660 m,840 m,1.5 km,2 km,1.5 km,3 ski lifts,"€ 17,-"
1256, Veduchi ,North Caucasus,None,2.3,1280 m,1476 m,1.2 km,0 km,0 km,2 ski lifts,
1257, Crni vrh – Bor ,Serbia,Serbia-South,2.3,767 m,1047 m,0 km,0.3 km,1.5 km,4 ski lifts,
1258, Hemberg ,Switzerland,Eastern Switzerland,2.2,900 m,1193 m,3 km,1.2 km,0.8 km,2 ski lifts,"SFr. 25,- / approx. € 23,-"
1259, Seeberg – Seewiesen (Turnau) ,Austria,Styria (Steiermark),2.2,1100 m,1410 m,3 km,2 km,1 km,3 ski lifts,"€ 26,-"
1260, Bygdsiljumsbacken ,Sweden,Northern Sweden (Norrland),2.2,114 m,239 m,4.2 km,0.9 km,1.2 km,5 ski lifts,"Skr 250,- / approx. € 24,-"
1261, Fačkovské sedlo ,Slovakia,Trenčín (Trenčiansky kraj),2.2,792 m,1063 m,1.3 km,2.5 km,2 km,4 ski lifts,"€ 19,-"
1262, Vranča ,Czech Republic,Zlín Region (Zlínský kraj),2.2,460 m,630 m,1.8 km,2.7 km,1.4 km,2 ski lifts,"CZK 350,- / approx. € 13,-"
1263, Madarasi Hargita ,Romania,Harghita,2.2,1480 m,1680 m,2.5 km,2 km,1.5 km,5 ski lifts,"RON 73,- / approx. € 15,-"
1264, Skaidi ,Norway,Finnmark,2.2,55 m,290 m,2 km,2.2 km,0.9 km,2 ski lifts,"NOK 300,- / approx. € 27,-"
1265, Solheisen Skisenter ,Norway,Buskerud,2.2,800 m,1100 m,3 km,1 km,2 km,3 ski lifts,"NOK 335,- / approx. € 30,-"
1266, Fidjeland ,Norway,Vest-Agder,2.2,645 m,990 m,1 km,3 km,1 km,3 ski lifts,"NOK 380,- / approx. € 34,-"
1267, Le Brassus ,Switzerland,Lemanic Region,2.2,1060 m,1361 m,2.5 km,1.5 km,1 km,2 ski lifts,"SFr. 27,- / approx. € 25,-"
1268, Laber – Oberammergau ,Germany,Bavaria (Bayern),2.2,900 m,1684 m,0 km,0 km,4 km,1 ski lift,€ 28.50
1269, Arrakis – Žacléř-Prkenný Důl ,Czech Republic,Hradec Králové Region (Královéhradecký kraj),2.2,563 m,850 m,4 km,0.5 km,0.5 km,4 ski lifts,"CZK 450,- / approx. € 16,-"
1270, L'Orient ,Switzerland,Lemanic Region,2.2,1010 m,1283 m,2 km,3 km,1 km,2 ski lifts,"SFr. 21,- / approx. € 20,-"
1271, Velká Úpa ,Czech Republic,Hradec Králové Region (Královéhradecký kraj),2.2,708 m,1060 m,0.8 km,1.6 km,0 km,4 ski lifts,"CZK 720,- / approx. € 26,-"
1272, Le Tanet ,France,Grand-Est,2.2,990 m,1288 m,2 km,2.5 km,0.5 km,4 ski lifts,"€ 18,-"
1273, Bortelid ,Norway,Vest-Agder,2.2,600 m,850 m,3 km,2 km,1 km,5 ski lifts,"NOK 390,- / approx. € 35,-"
1274, Čertov – Javorníky ,Slovakia,Trenčín (Trenčiansky kraj),2.2,540 m,870 m,0.6 km,3.8 km,0.9 km,5 ski lifts,"€ 16,-"
1275, Rena ,Norway,Hedmark,2.2,484 m,724 m,0.7 km,3.5 km,1.3 km,2 ski lifts,"NOK 365,- / approx. € 33,-"
1276, Ørskogfjell Skisenter ,Norway,Western Norway (Vestlandet),2.2,317 m,705 m,3 km,2 km,1 km,2 ski lifts,"NOK 350,- / approx. € 31,-"
1277, Hallstabacken – Sollefteå ,Sweden,Northern Sweden (Norrland),2.2,71 m,319 m,3 km,1 km,1 km,5 ski lifts,"Skr 250,- / approx. € 24,-"
1278, Munakas – Nüpli (Otepää) ,Estonia,Valga,2.2,130 m,200 m,0.9 km,0 km,0 km,1 ski lift,"€ 29,-"
1279, Ammarnäs ,Sweden,Northern Sweden (Norrland),2.2,440 m,795 m,0.7 km,2.7 km,2 km,2 ski lifts,"Skr 300,- / approx. € 29,-"
1280,,Germany,Baden-Württemberg,2.2,560 m,770 m,0 km,0.8 km,0 km,1 ski lift,"€ 25,-"
1281, Ruhrquelle ,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),2.2,638 m,675 m,0.6 km,0 km,0 km,1 ski lift,"€ 24,-"
1282, Bret – Prkenný Důl (Žacléř) ,Czech Republic,Hradec Králové Region (Královéhradecký kraj),2.2,511 m,597 m,1.9 km,0.4 km,0 km,3 ski lifts,"CZK 420,- / approx. € 15,-"
1283, Węgierski – Brenna ,Poland,Silesia (Województwo śląskie),2.2,540 m,910 m,2 km,4 km,0.8 km,5 ski lifts,"PLN 70,- / approx. € 15,-"
1284, Olos ,Finland,Northern Finland,2.2,335 m,495 m,3.1 km,2.5 km,0.7 km,4 ski lifts,€ 39.50
1285, Piane di Mocogno ,Italy,Emilia-Romagna,2.2,1270 m,1617 m,2 km,1 km,2 km,2 ski lifts,"€ 24,-"
1286, Häkärinteet ,Finland,West Finland (Länsi-Suomi),2.2,112 m,195 m,3 km,1.5 km,2 km,5 ski lifts,"€ 35,-"
1287, Górnik – Rzeczka/​Sokolec ,Poland,Lower Silesia (Województwo dolnośląskie),2.2,735 m,848 m,3 km,1.5 km,1.2 km,6 ski lifts,"PLN 69,- / approx. € 15,-"
1288, Sucha Dolina – Kosarzyska (Piwniczna-Zdrój) ,Poland,Lesser Poland (Województwo małopolskie),2.2,680 m,820 m,None,None,None,11 ski lifts,
1289, Nartraj – Chrzanów ,Poland,Lublin (Województwo lubelskie),2.2,260 m,319 m,1.5 km,2.5 km,0 km,6 ski lifts,
1290, Gołębiewski – Mikołajki ,Poland,Warmian-Masuria (Województwo warmińsko-mazurskie),2.2,132 m,155 m,0.7 km,0 km,0 km,1 ski lift,
1291, Podobovets ,Ukraine,Zakarpattia,2.2,725 m,1085 m,2 km,3 km,1 km,3 ski lifts,
1292, Žarski ,Montenegro,None,2.2,1650 m,1795 m,None,None,None,1 ski lift,
1293, Sovata ,Romania,Mureș,2.2,940 m,1186 m,0.3 km,1.2 km,0 km,3 ski lifts,
1294, Păltiniș ,Romania,Sibiu,2.2,1400 m,1667 m,0 km,1.6 km,0 km,2 ski lifts,"RON 100,- / approx. € 21,-"
1295, Laworta – Ustrzyki Dolne ,Poland,Subcarpathian Voivodeship (Województwo podkarpackie),2.2,513 m,769 m,0.3 km,2.5 km,0 km,3 ski lifts,"PLN 90,- / approx. € 19,-"
1296, Rališka ,Czech Republic,Zlín Region (Zlínský kraj),2.2,605 m,729 m,0.9 km,1 km,0 km,3 ski lifts,"CZK 390,- / approx. € 14,-"
1297, Ostrakina – Mainalon ,Greece,Peloponnese,2.2,1500 m,1860 m,3 km,2.2 km,0.6 km,4 ski lifts,"€ 14,-"
1298, Eck-Riedelstein – Arrach ,Germany,Bavaria (Bayern),2.2,845 m,1134 m,3.3 km,1.1 km,1 km,3 ski lifts,"€ 22,-"
1299, Stafdalur ,Iceland,East Iceland,2.2,450 m,800 m,1.5 km,3 km,0.5 km,3 ski lifts,"ISK 2600,- / approx. € 16,-"
1300, Zempléni-hegy – Sátoraljaújhely ,Hungary,Northern Hungary (Eszak-Magyarország),2.2,320 m,487 m,0.5 km,1.5 km,0 km,5 ski lifts,"HUF 4500,- / approx. € 12,-"
1301, Suche ,Poland,Lesser Poland (Województwo małopolskie),2.2,800 m,937 m,2 km,0 km,0 km,3 ski lifts,"PLN 104,- / approx. € 23,-"
1302, Grövelfjäll ,Sweden,Central Sweden,2.2,760 m,920 m,4 km,1.8 km,0.7 km,5 ski lifts,"Skr 335,- / approx. € 32,-"
1303, Vestvatn ,Norway,Nordland,2.2,180 m,490 m,2 km,3 km,1 km,3 ski lifts,"NOK 290,- / approx. € 26,-"
1304, Luossabacken – Kiruna ,Sweden,Northern Sweden (Norrland),2.2,564 m,720 m,1.5 km,1 km,0 km,3 ski lifts,"Skr 140,- / approx. € 13,-"
1305, Skarðsdalur – Siglufjörður ,Iceland,Northeast Iceland,2.2,200 m,650 m,3.7 km,1.5 km,0.3 km,4 ski lifts,"ISK 3500,- / approx. € 21,-"
1306, Schilt – Mollis ,Switzerland,Eastern Switzerland,2.2,1100 m,1602 m,3 km,3 km,0 km,2 ski lifts,"SFr. 33,- / approx. € 31,-"
1307, Hallbjønn ,Norway,Telemark,2.2,777 m,1058 m,1.9 km,3.2 km,0.3 km,2 ski lifts,"NOK 340,- / approx. € 30,-"
1308, Beskid – Spytkowice ,Poland,Lesser Poland (Województwo małopolskie),2.2,594 m,730 m,2.4 km,0 km,0 km,3 ski lifts,"PLN 105,- / approx. € 23,-"
1309, Dębowiec – Bielsko-Biała ,Poland,Silesia (Województwo śląskie),2.2,420 m,525 m,0.8 km,0 km,0 km,2 ski lifts,"PLN 110,- / approx. € 24,-"
1310, SarvesAlta ,Norway,Finnmark,2.2,60 m,270 m,2.8 km,2 km,0.7 km,2 ski lifts,"NOK 390,- / approx. € 35,-"
1311, Col d'Ornon ,France,Auvergne-Rhône-Alpes,2.2,1350 m,2000 m,1.6 km,1.5 km,1.4 km,4 ski lifts,"€ 12,-"
1312, Orsa Grönklitt ,Sweden,Central Sweden,2.2,450 m,590 m,4 km,2 km,1 km,15 ski lifts,"Skr 425,- / approx. € 41,-"
1313, MeriTeijo Ski ,Finland,Southern Finland (Etelä-Suomi),2.2,7 m,87 m,None,None,None,4 ski lifts,"€ 29,-"
1314, Hofeck – Hof (Bernau im Schwarzwald) ,Germany,Baden-Württemberg,2.2,962 m,1143 m,2 km,1 km,2 km,2 ski lifts,"€ 22,-"
1315,,Finland,East Finland (Pohjois- ja Itä-Suomi),2.2,100 m,240 m,3 km,4 km,1 km,4 ski lifts,
1316, Telegraf – Kielce ,Poland,Holy Cross (Województwo świętokrzyskie),2.2,316 m,406 m,0 km,0.5 km,0 km,1 ski lift,
1317, Iasi ,Romania,Iași,2.2,50 m,120 m,0.5 km,0 km,0 km,1 ski lift,
1318, Čertovica ,Slovakia,Žilina (Žilinský kraj),2.2,1120 m,1460 m,3 km,2 km,0.4 km,6 ski lifts,
1319, Avalanche – Dolní Moravice ,Czech Republic,Moravian-Silesian Region (Moravskoslezský kraj),2.2,600 m,700 m,3.5 km,0 km,0 km,3 ski lifts,
1320, Haldigrat ,Switzerland,Central Switzerland,2.2,1230 m,1937 m,None,None,None,1 ski lift,
1321, Oedberg – Gmund-Ostin ,Germany,Bavaria (Bayern),2.2,800 m,970 m,1 km,1 km,0 km,3 ski lifts,"€ 20,-"
1322, Fleckllift – Warmensteinach ,Germany,Bavaria (Bayern),2.2,650 m,690 m,0.3 km,0 km,0 km,1 ski lift,"€ 12,-"
1323, Nosal – Bystre ,Poland,Lesser Poland (Województwo małopolskie),2.2,900 m,1186 m,1 km,0.2 km,0 km,5 ski lifts,"PLN 80,- / approx. € 17,-"
1324, Feldthurns (Velturno) ,Italy,Trentino-Alto Adige (Trentino-Südtirol),2.2,1050 m,1165 m,1 km,0.5 km,0 km,1 ski lift,"€ 15,-"
1325, Tegelberg – Schwangau ,Germany,Bavaria (Bayern),2.2,830 m,1730 m,1.9 km,1 km,0 km,5 ski lifts,"€ 26,-"
1326, Flottsbro Alpin ,Sweden,Central Sweden,2.2,3 m,103 m,1.3 km,1.4 km,0 km,3 ski lifts,"Skr 300,- / approx. € 29,-"
1327, Pfänder – Bregenz ,Austria,Vorarlberg,2.2,421 m,1064 m,3 km,0 km,0 km,4 ski lifts,€ 19.60
1328, Miroslav – Lipová Lázně ,Czech Republic,Olomouc Region (Olomoucký kraj),2.2,570 m,750 m,2.1 km,0.8 km,0 km,4 ski lifts,"CZK 490,- / approx. € 18,-"
